"","mean","sd","alpha","ipip_neuroticism","ipip_extraversion","ipip_openness","ipip_agreeableness","ipip_conscientiousness","ipip_n_anxiety","ipip_n_anger","ipip_n_depression","ipip_n_self_consciousness","ipip_n_immoderation","ipip_n_vulnerability","ipip_e_friendliness","ipip_e_gregariousness","ipip_e_assertiveness","ipip_e_activity_level","ipip_e_excitement_seeking","ipip_e_cheerfulness","ipip_o_imagination","ipip_o_artistic_interests","ipip_o_emotionality","ipip_o_adventurousness","ipip_o_intellect","ipip_o_liberalism","ipip_a_trust","ipip_a_morality","ipip_a_altruism","ipip_a_cooperation","ipip_a_modesty","ipip_a_sympathy","ipip_c_self_efficacy","ipip_c_orderliness","ipip_c_dutifulness","ipip_c_achievement_striving","ipip_c_self_discipline","ipip_c_cautiousness","swl","panas_pa","panas_na","pwb_prelwo","pwb_autonomy","pwb_emastery","pwb_pgrowth","pwb_plife","pwb_selfaccept"
"ipip_c_achievement_striving",3.67151335311573,0.701415507991465,0.840365100193528,-0.43472792198305,0.320145602979083,0.133134648311066,0.207522471666636,0.800398236233472,-0.244160057903459,-0.193679084427122,-0.481290928326687,-0.33047233803548,-0.328620335397395,-0.382477258075654,0.267398091208664,0.100656004422586,0.377957354311463,0.57144928852903,-0.0407558590653146,0.248251015179334,-0.0549289248529558,0.0920334999891093,0.140640913190413,0.189070787325008,0.286279270265975,-0.12907762093614,0.238588223015802,0.240782156346014,0.360479447697885,0.112173712409382,-0.177125732957977,0.14518964192008,0.662368411474131,0.441225331410022,0.49458486957123,1,0.686425522947243,0.325992324758056,0.420301700929046,0.544018739826264,-0.305726457562335,0.303876560297792,0.327007069304505,0.566262850861832,0.467371482414081,0.716852866958715,0.483651763311008
"ipip_c_self_discipline",3.00652818991098,0.8314245484161,0.886760228036818,-0.575517039198196,0.252833747290037,0.0334138325278668,0.208604776405834,0.844229530431789,-0.391722166188183,-0.324148590721017,-0.532943725773845,-0.374101877393691,-0.472969529023401,-0.519132577925767,0.22612359351274,0.0667025668505228,0.284620045173813,0.528970437803195,-0.0911640937739983,0.207795520744529,-0.150403151755649,0.0857441569246727,-0.0751768281109262,0.178274636379402,0.225182711400658,-0.115447353391786,0.202833537308262,0.268766999280388,0.254098967639601,0.215481835053937,-0.089228934341655,0.0429087619503773,0.609934910356601,0.552416374510003,0.453327108647123,0.686425522947243,1,0.411892091606431,0.405521769850344,0.493744128117424,-0.439720197829655,0.269135586502089,0.300180495379793,0.618882917126293,0.343856362815173,0.597222078095992,0.473541753239813
"ipip_c_cautiousness",3.26439169139466,0.671602340127024,0.797290445572149,-0.262539080595479,-0.3138906207454,-0.0636013366819179,0.344340564400675,0.677964327838572,-0.0538968084137042,-0.254978738156387,-0.205798320653422,0.040527468064457,-0.534215326631085,-0.207610469093965,-0.113720019749862,-0.275004415858461,-0.189446432339031,0.0620301502063762,-0.583149491012282,-0.252483092768711,-0.207332501587305,0.00931132603507108,-0.0788364188013229,-0.137832995815084,0.205349860538167,-0.0273099132773506,0.0725833945638847,0.461927259929135,0.16043030157045,0.387736780090731,0.214865385475776,0.143705113264481,0.364279936260444,0.466529434617529,0.536343837669639,0.325992324758056,0.411892091606431,1,0.0615155184570719,0.0252510868944072,-0.220044364485265,0.0497412041672601,0.173266209653318,0.228480893928232,0.107140685518477,0.263767692018459,0.12484118471604
"swl",4.47299703264095,1.43759499996339,0.877988450617364,-0.574223739183659,0.505926618826149,0.125268477168352,0.112134080390935,0.34958216684556,-0.47231087951144,-0.312946826173728,-0.673388082855848,-0.461534418359036,-0.155475062136608,-0.488950180281127,0.442940190325216,0.338760866932056,0.386457374387437,0.332583361704623,0.209062756550923,0.568617598510908,0.0591381672049698,0.063901569899687,0.00792138672881232,0.273607328121172,0.180743839986215,-0.098252211899142,0.353449780315851,0.0469606112213927,0.262179880427834,0.0723738116633792,-0.316470903121733,0.0855497321695818,0.486072109557748,0.0703983091929459,0.140691037998652,0.420301700929046,0.405521769850344,0.0615155184570719,1,0.50990895531223,-0.509011582200435,0.551381000717738,0.330028676633346,0.692976334361105,0.443676815017326,0.626472637178541,0.775269795526153
"panas_pa",3.47210682492582,0.794171109055998,0.892109131015375,-0.517879038921448,0.558025204347514,0.216701048892852,0.196873085772543,0.45481517637281,-0.393698143331249,-0.286964482062445,-0.562509263073395,-0.453746215479655,-0.164248530632915,-0.458866763081074,0.492350337578228,0.341155871867036,0.455048624260103,0.490083984165601,0.234267420643488,0.52199891922521,0.0665162357610394,0.192167141320043,0.129552507195674,0.286582835183395,0.247324956204371,-0.0792166054012366,0.364267673756846,0.0939630399827317,0.414239934260902,0.0838556102287776,-0.224887077398918,0.140292567709773,0.513886840777983,0.220127517417895,0.249871371396314,0.544018739826264,0.493744128117424,0.0252510868944072,0.50990895531223,1,-0.346944396576652,0.425025744190701,0.273307789946963,0.584980531438049,0.492676527193307,0.615947974982112,0.56062305631694
"panas_na",2.21246290801187,0.80053489518681,0.871506014848395,0.757596492776151,-0.398469583489004,-0.0587492477706973,-0.215759450350267,-0.417413201572419,0.638705988588841,0.543949435038743,0.701013774522156,0.560042740843268,0.322714494328321,0.649921328009946,-0.413196428289566,-0.273439077431122,-0.314766617166282,-0.299477427186702,-0.0789767377803724,-0.413691353372801,0.0565232915380756,-0.0547842566657423,0.16134081657016,-0.269801587516785,-0.194579873124111,0.0588689238177048,-0.379506238592769,-0.195325253395498,-0.241183150254104,-0.219060885506725,0.140317031212251,-0.0131851347845041,-0.521477195925465,-0.165723519867875,-0.258666813946538,-0.305726457562335,-0.439720197829655,-0.220044364485265,-0.509011582200435,-0.346944396576652,1,-0.449185707315515,-0.487336873570797,-0.676298180263715,-0.390348125990641,-0.487547819651427,-0.643042393147657
"pwb_prelwo",4.41733785502332,0.903715140493463,0.886517157855243,-0.477032776236602,0.584529296364049,0.247147387369833,0.383243075460009,0.276422267704869,-0.352517074980858,-0.271545035021814,-0.58703195048621,-0.47162506758093,-0.068045545997019,-0.366600456290128,0.667826427131323,0.46014969173605,0.393560050407845,0.352673777880978,0.151707489127109,0.571695758747105,0.0688575444860625,0.15879484610436,0.249219592351291,0.296081314468225,0.213065160342676,-0.020622037364087,0.587410088748607,0.207043058896651,0.523737921406103,0.174113244804766,-0.168371172374229,0.330854631679271,0.442666205795032,0.0203552381466851,0.223430360630388,0.303876560297792,0.269135586502089,0.0497412041672601,0.551381000717738,0.425025744190701,-0.449185707315515,1,0.318763867331843,0.642133712507281,0.560164866660927,0.634188870696078,0.682839422597937
"pwb_autonomy",4.08117846545146,0.825629978095647,0.846932721982942,-0.533539482127399,0.26199458034764,0.269030906288743,0.0352968496179999,0.343116295984903,-0.410641850299003,-0.246249922588164,-0.451655385976084,-0.531359344935452,-0.286025170995724,-0.494946876999627,0.219573017221697,0.0327935019990035,0.392647157296255,0.264311627031906,0.0530818000040096,0.251764936043374,0.0764382819040612,0.0790773721325409,0.103532327328322,0.26863352498337,0.442219487835403,0.0737341609499619,0.132289073139577,0.0772200164931826,0.146511222134028,-0.0575179804642515,-0.153249042833742,0.0294870384029097,0.526852601779772,0.059937734082578,0.226282005680855,0.327007069304505,0.300180495379793,0.173266209653318,0.330028676633346,0.273307789946963,-0.487336873570797,0.318763867331843,1,0.475738673250541,0.509945684767454,0.43492511443488,0.539754886985721
"pwb_emastery",4.06846121237813,0.869746990489983,0.882016361870333,-0.746076190784711,0.561320470481025,0.130557161882235,0.218281859824378,0.597337702487255,-0.57990661692908,-0.429110317764573,-0.759260851685886,-0.593316219577794,-0.319794637029443,-0.676126279083302,0.550577197147301,0.362574814993853,0.482305396531343,0.510070788364006,0.0984085340286064,0.54310561813699,-0.0374718474468593,0.0469596954820965,-0.0126367827578546,0.312725876476329,0.306288223812862,-0.0977066269031605,0.440565345024731,0.218935758975928,0.367515608395218,0.127715124338984,-0.259811822263856,0.0519994625117227,0.69626718364557,0.245669763232054,0.366204542054452,0.566262850861832,0.618882917126293,0.228480893928232,0.692976334361105,0.584980531438049,-0.676298180263715,0.642133712507281,0.475738673250541,1,0.5527972162225,0.777377866184994,0.798863161983322
"pwb_pgrowth",4.84824077999152,0.686610604790276,0.855616329505055,-0.415875509355594,0.427348470511695,0.547410380321669,0.311063162220269,0.399684557177476,-0.287593691045215,-0.217479126943428,-0.477732831867821,-0.404533630290382,-0.0979191904855604,-0.370198546995595,0.37248243821075,0.189990293196335,0.411435648698026,0.379479567993758,0.147475839821285,0.45572045554103,0.252425802981863,0.321961866522499,0.412125773911338,0.508834850630261,0.497710508771814,0.129097851967785,0.365543567710524,0.175480438183561,0.47491369164648,0.139838230522935,-0.150152643163369,0.362486071716939,0.555430069702695,0.109231459371913,0.283474347894287,0.467371482414081,0.343856362815173,0.107140685518477,0.443676815017326,0.492676527193307,-0.390348125990641,0.560164866660927,0.509945684767454,0.5527972162225,1,0.688828743146965,0.595636790097424
"pwb_plife",4.35756676557863,0.911522484946867,0.890667562113198,-0.581275494150206,0.497417662343704,0.254224112489256,0.283795937016013,0.654869855716802,-0.378588295514305,-0.299891937374368,-0.699102192423028,-0.4758649612891,-0.241879714347137,-0.501768812334657,0.492315980745202,0.282080962548352,0.449150494005119,0.534269376470258,0.0351745168501355,0.487348441502532,0.0364436477322992,0.157951959419456,0.216709299415909,0.318191295253136,0.325067806297871,-0.0610457355141747,0.393751681332849,0.280350078467751,0.450028602136117,0.166093405458958,-0.244806576706393,0.200495939050795,0.695233290128989,0.302293110557046,0.409607389235917,0.716852866958715,0.597222078095992,0.263767692018459,0.626472637178541,0.615947974982112,-0.487547819651427,0.634188870696078,0.43492511443488,0.777377866184994,0.688828743146965,1,0.764942353489978
"pwb_selfaccept",4.05574395930479,1.07394652217826,0.935266001892331,-0.736722908210941,0.58105553385141,0.20337690635894,0.178921267172553,0.460308144840704,-0.569826781219575,-0.38699665345672,-0.855863621776353,-0.630725360225425,-0.244320138226117,-0.605665090899433,0.556241938606502,0.366623851110451,0.504362396915839,0.440771399043864,0.160533652672235,0.594361884158945,0.0214296409546165,0.134446570222261,0.0796227600416345,0.341608665278444,0.262311763024473,-0.0391475100996073,0.449448718793131,0.146105857063596,0.353680220783722,0.112127380310612,-0.380619546154057,0.114600218809878,0.640131175293813,0.133016164639894,0.261035307441457,0.483651763311008,0.473541753239813,0.12484118471604,0.775269795526153,0.56062305631694,-0.643042393147657,0.682839422597937,0.539754886985721,0.798863161983322,0.595636790097424,0.764942353489978,1
